DateTime,StopName,VehicleID
2018-10-30 07:16,Union,43
2018-10-30 07:35,Unknown,43
2018-10-30 07:35,Unknown,43
2018-10-30 07:35,Unknown,43
2018-10-30 07:36,Unknown,43
2018-10-30 07:38,Unknown,43
2018-10-30 07:44,Leroy St and Murray IB,43
2018-10-30 07:44,Leroy St and Murray IB,43
2018-10-30 07:44,Leroy St and Murray IB,43
2018-10-30 07:44,Leroy St and Murray IB,43
2018-10-30 07:44,Leroy St and Murray IB,43
2018-10-30 07:44,Leroy St and Murray IB,43
2018-10-30 07:44,Leroy St and Murray IB,43
2018-10-30 07:44,Leroy St and Murray IB,43
2018-10-30 07:45,Leroy St and Chestnut IB,43
2018-10-30 07:45,Leroy St and Chestnut IB,43
2018-10-30 07:45,Leroy St and Chestnut IB,43
2018-10-30 07:45,Leroy St and Chestnut IB,43
2018-10-30 07:45,Leroy St and Chestnut IB,43
2018-10-30 07:45,Leroy St and Chestnut IB,43
2018-10-30 07:45,Leroy St and Chestnut IB,43
2018-10-30 07:45,Leroy St and Chestnut IB,43
2018-10-30 07:45,Leroy St and Chestnut IB,43
2018-10-30 07:45,Leroy St and Chestnut IB,43
2018-10-30 07:46,Leroy St and Chestnut IB,43
2018-10-30 07:47,Leroy St and Laurel IB,43
2018-10-30 07:47,Leroy St and Laurel IB,43
2018-10-30 07:48,Beethoven and Leroy,43
2018-10-30 07:48,Beethoven and Leroy,43
2018-10-30 07:51,Riverside and Margaret IB,43
2018-10-30 07:56,Unknown,889
2018-10-30 07:56,Unknown,889
2018-10-30 07:56,Unknown,889
2018-10-30 07:56,Unknown,889
2018-10-30 07:56,Unknown,889
2018-10-30 07:59,Leroy St and Front,889
2018-10-30 07:59,Leroy St and Front,889
2018-10-30 08:00,Leroy St and Murray IB,889
2018-10-30 08:00,Leroy St and Murray IB,889
2018-10-30 08:00,Leroy St and Murray IB,889
2018-10-30 08:00,Leroy St and Murray IB,889
2018-10-30 08:00,Leroy St and Murray IB,889
2018-10-30 08:00,Leroy St and Murray IB,889
2018-10-30 08:00,Leroy St and Murray IB,889
2018-10-30 08:00,Leroy St and Murray IB,889
2018-10-30 08:00,Leroy St and Murray IB,889
2018-10-30 08:00,Leroy St and Murray IB,889
2018-10-30 08:00,Leroy St and Murray IB,889
2018-10-30 08:00,Leroy St and Murray IB,889
2018-10-30 08:00,Leroy St and Murray IB,889
2018-10-30 08:00,Leroy St and Murray IB,889
2018-10-30 08:01,Leroy St and Murray IB,889
2018-10-30 08:01,Leroy St and Murray IB,889
2018-10-30 08:01,Leroy St and Murray IB,889
2018-10-30 08:01,Leroy St and Murray IB,889
2018-10-30 08:01,Leroy St and Murray IB,889
2018-10-30 08:01,Leroy St and Murray IB,889
2018-10-30 08:01,Leroy St and Murray IB,889
2018-10-30 08:01,Leroy St and Murray IB,889
2018-10-30 08:01,Leroy St and Murray IB,889
2018-10-30 08:01,Leroy St and Murray IB,889
2018-10-30 08:02,Leroy St and Chestnut IB,889
2018-10-30 08:02,Leroy St and Chestnut IB,889
2018-10-30 08:02,Leroy St and Chestnut IB,889
2018-10-30 08:02,Leroy St and Chestnut IB,889
2018-10-30 08:02,Leroy St and Chestnut IB,889
2018-10-30 08:02,Leroy St and Chestnut IB,889
2018-10-30 08:02,Leroy St and Chestnut IB,889
2018-10-30 08:03,Leroy St and Chestnut IB,889
2018-10-30 08:03,Leroy St and Chestnut IB,889
2018-10-30 08:03,Leroy St and Chestnut IB,889
2018-10-30 08:03,Leroy St and Chestnut IB,889
2018-10-30 08:20,UDC,37
2018-10-30 08:21,UDC,37
2018-10-30 08:21,UDC,37
2018-10-30 08:24,UDC,37
2018-10-30 08:25,UDC,37
2018-10-30 08:25,UDC,37
2018-10-30 08:29,Leroy St and Murray IB,37
2018-10-30 08:29,Leroy St and Murray IB,37
2018-10-30 08:29,Leroy St and Murray IB,37
2018-10-30 08:29,Leroy St and Murray IB,37
2018-10-30 08:29,Leroy St and Murray IB,37
2018-10-30 08:30,Leroy St and Chestnut IB,37
2018-10-30 08:30,Leroy St and Chestnut IB,37
2018-10-30 08:30,Leroy St and Chestnut IB,37
2018-10-30 08:30,Leroy St and Chestnut IB,37
2018-10-30 08:30,Leroy St and Chestnut IB,37
2018-10-30 08:30,Leroy St and Chestnut IB,37
2018-10-30 08:30,Leroy St and Chestnut IB,37
2018-10-30 08:30,Leroy St and Chestnut IB,37
2018-10-30 08:34,Main and Schiller OB,889
2018-10-30 08:35,Unknown,37
2018-10-30 08:37,Main and Murray OB,889
2018-10-30 08:41,Unknown,889
2018-10-30 08:44,Leroy St and Murray IB,889
2018-10-30 08:44,Leroy St and Murray IB,889
2018-10-30 08:44,Leroy St and Murray IB,889
2018-10-30 08:45,Leroy St and Chestnut IB,889
2018-10-30 08:45,Leroy St and Chestnut IB,889
2018-10-30 08:45,Leroy St and Chestnut IB,889
2018-10-30 08:45,Leroy St and Chestnut IB,889
2018-10-30 08:47,Beethoven and Leroy,889
2018-10-30 08:52,Unknown,43
2018-10-30 08:52,Unknown,43
2018-10-30 08:52,Unknown,43
2018-10-30 08:52,Unknown,43
2018-10-30 08:55,Unknown,43
2018-10-30 08:58,Leroy St and Front,43
2018-10-30 08:58,Leroy St and Front,43
2018-10-30 08:59,Leroy St and Murray IB,43
2018-10-30 08:59,Leroy St and Murray IB,43
2018-10-30 08:59,Leroy St and Murray IB,43
2018-10-30 08:59,Leroy St and Murray IB,43
